epoch,step,train_loss,val_acc,val_loss
0,9,,-1.6299810409545898,0.0033495849929749966
1,19,,-1.3685798645019531,0.0029596546664834023
2,29,,-1.543411374092102,0.0031779527198523283
3,39,,-1.1619768142700195,0.0027087286580353975
4,49,0.002673182636499405,,
4,49,,-0.5518001914024353,0.0019590838346630335
5,59,,-0.14592832326889038,0.0014675760176032782
6,69,,-0.12483222037553787,0.001454420038498938
7,79,,-0.09708169847726822,0.0014237728901207447
8,89,,-0.024099156260490417,0.0013314756797626615
9,99,0.0024548431392759085,,
9,99,,-0.01841897703707218,0.001326760626398027
10,109,,-0.033477216958999634,0.0013475969899445772
11,119,,-0.04254475608468056,0.0013593357289209962
12,129,,-0.0424463115632534,0.0013602802064269781
13,139,,-0.039790913462638855,0.0013575092889368534
14,149,0.003182708052918315,,
14,149,,-0.030312608927488327,0.0013443208299577236
15,159,,-0.03922354057431221,0.0013556263875216246
16,169,,-0.05455633997917175,0.0013759176945313811
17,179,,-0.07141376286745071,0.0013976669870316982
18,189,,-0.0530812032520771,0.0013743794988840818
19,199,0.0018037185072898865,,
19,199,,-0.03287482634186745,0.0013475414598360658
20,209,,-0.03506942093372345,0.0013505620881915092
21,219,,-0.12802942097187042,0.0014696124708279967
22,229,,-0.04179370030760765,0.0013597431825473905
23,239,,-0.03465065360069275,0.0013499525375664234
24,249,0.0024547704961150885,,
24,249,,-0.05678138881921768,0.0013792924582958221
25,259,,-0.06488693505525589,0.0013892287388443947
26,269,,-0.05439980328083038,0.001375790685415268
27,279,,-0.03162582591176033,0.0013459637993946671
28,289,,-0.0732438936829567,0.0013999269576743245
29,299,0.0034351483918726444,,
29,299,,-0.09689558297395706,0.00142981659155339
30,309,,-0.0298745259642601,0.0013439373578876257
31,319,,-0.038164060562849045,0.0013547033304348588
32,329,,-0.07148823142051697,0.0013973501045256853
33,339,,-0.034514736384153366,0.0013499335618689656
34,349,0.002939050318673253,,
34,349,,-0.03749307990074158,0.0013535241596400738
35,359,,-0.020728426054120064,0.0013317983830347657
36,369,,-0.0461043082177639,0.0013648144667968154
37,379,,-0.013810154050588608,0.0013227195013314486
38,389,,-0.042221345007419586,0.001359281362965703
39,399,0.003038010559976101,,
39,399,,-0.04772922024130821,0.0013664313592016697
40,409,,-0.03740212321281433,0.0013537469785660505
41,419,,-0.006805697456002235,0.0013131476007401943
42,429,,-0.015970271080732346,0.0013256367528811097
43,439,,-0.04809948056936264,0.0013667099410668015
44,449,0.0023352564312517643,,
44,449,,-0.025537140667438507,0.001337809837423265
45,459,,0.0037784052547067404,0.0012995045399293303
46,469,,-0.0015998685266822577,0.001306277932599187
47,479,,-0.051308341324329376,0.0013700068229809403
48,489,,0.002056598663330078,0.0013021646300330758
49,499,0.002552270656451583,,
49,499,,-0.03571462258696556,0.0013506519608199596
50,509,,0.012769902125000954,0.0012871812796220183
51,519,,0.004555399529635906,0.0012983428314328194
52,529,,-0.005157327279448509,0.0013112504966557026
53,539,,-0.0241236612200737,0.0013356130803003907
54,549,0.0007217996171675622,,
54,549,,0.01819097250699997,0.001280889380723238
55,559,,0.02969789318740368,0.0012651708675548434
56,569,,-0.0755695253610611,0.0013996236957609653
57,579,,0.024346012622117996,0.001273125410079956
58,589,,0.002760254079475999,0.0013002684572711587
59,599,0.0012852350482717156,,
59,599,,0.027928991243243217,0.0012668886920437217
60,609,,-0.050205789506435394,0.0013682239223271608
61,619,,0.008535700850188732,0.0012930388329550624
62,629,,0.03512689843773842,0.0012569308746606112
63,639,,-0.03999656066298485,0.0013538994826376438
64,649,0.0024508542846888304,,
64,649,,0.03969893604516983,0.0012525689089670777
65,659,,-0.005136994179338217,0.0013098516501486301
66,669,,0.04040692746639252,0.001251628971658647
67,679,,0.042255040258169174,0.0012466609477996826
68,689,,-0.1405785083770752,0.0014801231445744634
69,699,0.0013052838621661067,,
69,699,,0.0391475111246109,0.0012531483080238104
70,709,,0.04645342379808426,0.0012436353135854006
71,719,,0.03931150957942009,0.0012531585525721312
72,729,,-0.05988781899213791,0.0013791477540507913
73,739,,0.05743095278739929,0.0012294887565076351
74,749,0.003410954028367996,,
74,749,,0.05492616072297096,0.0012330340687185526
75,759,,0.06526603549718857,0.0012184701627120376
76,769,,0.02688893862068653,0.0012675357284024358
77,779,,0.06811387836933136,0.0012149817775934935
78,789,,0.003105791751295328,0.001298769610002637
79,799,0.0017663624603301287,,
79,799,,0.08061058074235916,0.0011964908335357904
80,809,,-0.012953674420714378,0.001317888149060309
81,819,,0.05659543350338936,0.001230659312568605
82,829,,0.0631580799818039,0.0012217191979289055
83,839,,0.06775347888469696,0.0012156179873272777
84,849,0.001737887621857226,,
84,849,,0.07984710484743118,0.0011990737402811646
85,859,,0.08679565787315369,0.0011904665734618902
86,869,,0.044735126197338104,0.0012454024981707335
87,879,,0.1014169380068779,0.0011723045026883483
88,889,,0.004465084057301283,0.001295037567615509
89,899,0.0032389468979090452,,
89,899,,0.057597290724515915,0.0012253907043486834
90,909,,-0.07480642944574356,0.0013928890693932772
91,919,,0.1062697321176529,0.001164400833658874
92,929,,0.06134124845266342,0.001223309664055705
93,939,,0.0958135724067688,0.001179520389996469
94,949,0.0023914845660328865,,
94,949,,0.08654828369617462,0.0011915956856682897
95,959,,0.05112306773662567,0.0012352585326880217
96,969,,0.10686817765235901,0.0011650428641587496
97,979,,0.10917100310325623,0.0011611253721639514
98,989,,0.06448445469141006,0.001217793207615614
99,999,0.001660920912399888,,
99,999,,0.12307968735694885,0.0011436997447162867
100,1009,,0.1345025897026062,0.001127774827182293
101,1019,,0.12407593429088593,0.0011424534022808075
102,1029,,0.13709039986133575,0.0011266721412539482
103,1039,,0.1221262738108635,0.0011440861271694303
104,1049,0.0009802754502743483,,
104,1049,,0.1282316893339157,0.0011346387909725308
105,1059,,0.08826973289251328,0.0011860644444823265
106,1069,,0.14117692410945892,0.0011196797713637352
107,1079,,0.10630436986684799,0.001163275446742773
108,1089,,0.09933693706989288,0.0011742699425667524
109,1099,0.00265633687376976,,
109,1099,,0.16295228898525238,0.0010908320546150208
110,1109,,0.11997201293706894,0.0011455683270469308
111,1119,,0.1582794487476349,0.0010955751640722156
112,1129,,0.16863545775413513,0.0010827947407960892
113,1139,,0.20245946943759918,0.0010391592513769865
114,1149,0.0018745511770248413,,
114,1149,,0.17491020262241364,0.0010732460068538785
115,1159,,0.16612066328525543,0.0010844939388334751
116,1169,,0.16264377534389496,0.0010882639326155186
117,1179,,0.1970311552286148,0.001045841258019209
118,1189,,0.023145291954278946,0.0012646784307435155
119,1199,0.002590712159872055,,
119,1199,,0.21752296388149261,0.0010161976097151637
120,1209,,0.18800443410873413,0.001057049143128097
121,1219,,0.20930224657058716,0.001030526589602232
122,1229,,0.21895095705986023,0.0010167998261749744
123,1239,,0.18687927722930908,0.0010589533485472202
124,1249,0.0030482332222163677,,
124,1249,,0.23469886183738708,0.0009978915331885219
125,1259,,0.15450669825077057,0.001096266438253224
126,1269,,0.2580171227455139,0.0009640431380830705
127,1279,,0.2572277784347534,0.0009677257621660829
128,1289,,0.2262830287218094,0.0010088481940329075
129,1299,0.0008443534607067704,,
129,1299,,0.2513548731803894,0.0009753366466611624
130,1309,,0.2539309561252594,0.0009723837720230222
131,1319,,0.26201701164245605,0.0009627073886804283
132,1329,,0.26587533950805664,0.0009533087722957134
133,1339,,0.2330281138420105,0.0009939688025042415
134,1349,0.0009345660218968987,,
134,1349,,0.272228866815567,0.0009487824863754213
135,1359,,0.252594918012619,0.0009705480188131332
136,1369,,-0.01968354359269142,0.0013118695933371782
137,1379,,0.26271742582321167,0.0009536126162856817
138,1389,,0.24387972056865692,0.0009823814034461975
139,1399,0.0010445074876770377,,
139,1399,,0.3225920498371124,0.0008792229928076267
140,1409,,0.04544367268681526,0.001228025765158236
141,1419,,0.3093360364437103,0.0008977618999779224
142,1429,,0.23599058389663696,0.0009884057799354196
143,1439,,0.31662821769714355,0.0008910158067010343
144,1449,0.0015108281513676047,,
144,1449,,0.2927270233631134,0.0009183005895465612
145,1459,,0.30635592341423035,0.0008994652307592332
146,1469,,0.30283281207084656,0.0009056160342879593
147,1479,,0.31398308277130127,0.0008879955275915563
148,1489,,0.3605725169181824,0.0008346395334228873
149,1499,0.0008263658965006471,,
149,1499,,0.3424624502658844,0.0008526068413630128
150,1509,,0.2258998155593872,0.0009999717585742474
151,1519,,0.3812025189399719,0.0008040834800340235
152,1529,,0.3330523669719696,0.0008653694530948997
153,1539,,0.3385322690010071,0.0008572489023208618
154,1549,0.0017097073141485453,,
154,1549,,0.33979493379592896,0.0008554269443266094
155,1559,,0.37242594361305237,0.0008129221387207508
156,1569,,0.28721946477890015,0.0009302517864853144
157,1579,,0.348170667886734,0.0008431395399384201
158,1589,,0.39073970913887024,0.0007893929141573608
159,1599,0.002359579550102353,,
159,1599,,0.44559985399246216,0.0007243892760016024
160,1609,,0.28529250621795654,0.000920176797080785
161,1619,,0.4410973787307739,0.0007236382225528359
162,1629,,0.31553786993026733,0.0008812732994556427
163,1639,,0.45643264055252075,0.0007070918218232691
164,1649,0.0007183325360529125,,
164,1649,,0.4050554633140564,0.0007709916098974645
165,1659,,0.25220489501953125,0.0009667605045251548
166,1669,,0.4415319561958313,0.0007233803044073284
167,1679,,0.4135361909866333,0.0007573659531772137
168,1689,,0.47404128313064575,0.0006848524790257215
169,1699,0.003188414266332984,,
169,1699,,0.39776337146759033,0.0007805459317751229
170,1709,,0.43460991978645325,0.0007295547984540462
171,1719,,0.4296490550041199,0.0007394016720354557
172,1729,,0.4697552025318146,0.0006947682704776525
173,1739,,0.4387100338935852,0.0007286904728971422
174,1749,0.002423293888568878,,
174,1749,,0.40539687871932983,0.0007659209659323096
175,1759,,0.3668738305568695,0.0008210049709305167
176,1769,,0.4615989029407501,0.0006981290644034743
177,1779,,0.4147202968597412,0.0007534713950008154
178,1789,,0.4608912169933319,0.0006934566190466285
179,1799,0.002206037985160947,,
179,1799,,0.3162720501422882,0.000874325807671994
180,1809,,0.5190450549125671,0.0006245758268050849
181,1819,,0.537514865398407,0.0006021518493071198
182,1829,,0.4954487681388855,0.0006566594820469618
183,1839,,0.4425378441810608,0.0007187073933891952
184,1849,0.0019043382490053773,,
184,1849,,0.5127876400947571,0.0006318009691312909
185,1859,,0.5073497891426086,0.0006403090083040297
186,1869,,0.3523404598236084,0.0008222918841056526
187,1879,,0.5669640898704529,0.000564086192753166
188,1889,,0.5008277297019958,0.0006429392960853875
189,1899,0.0011216419516131282,,
189,1899,,0.42297428846359253,0.0007401230395771563
190,1909,,0.17348571121692657,0.0010673804208636284
191,1919,,0.5006493926048279,0.0006440458237193525
192,1929,,0.473430335521698,0.0006822530995123088
193,1939,,0.5330641269683838,0.0006020526052452624
194,1949,0.002085708547383547,,
194,1949,,0.448837548494339,0.0007048786501400173
195,1959,,0.5686948299407959,0.0005590109503827989
196,1969,,0.2951188385486603,0.0009082323522306979
197,1979,,0.46362754702568054,0.0006892847013659775
198,1989,,0.4965958297252655,0.0006408625631593168
199,1999,0.0008043385460041463,,
199,1999,,0.5734606981277466,0.0005547637701965868
200,2009,,0.5884010195732117,0.0005400474183261395
201,2019,,0.5074778199195862,0.0006298327352851629
202,2029,,0.6371233463287354,0.0004765664925798774
203,2039,,0.575104296207428,0.0005527425091713667
204,2049,0.0025183281395584345,,
204,2049,,0.583961009979248,0.0005415158811956644
205,2059,,0.5541238188743591,0.0005775244790129364
206,2069,,0.14039812982082367,0.001070990227162838
207,2079,,0.5544026494026184,0.0005770631250925362
208,2089,,0.49317145347595215,0.0006574427243322134
209,2099,0.0010006212396547198,,
209,2099,,0.4547862112522125,0.0007014352013356984
210,2109,,0.31780362129211426,0.000882932567037642
211,2119,,0.27310752868652344,0.0009365201694890857
212,2129,,0.10742801427841187,0.0011200681328773499
213,2139,,0.476312518119812,0.0006729281158186495
214,2149,0.0005050262552686036,,
214,2149,,0.4487413763999939,0.0007004704093560576
215,2159,,0.5868455767631531,0.0005378969945013523
216,2169,,0.5806702971458435,0.0005416893400251865
217,2179,,0.5480208396911621,0.0005837615462951362
218,2189,,0.5872029066085815,0.0005330023705027997
219,2199,0.002566616516560316,,
219,2199,,0.5762825608253479,0.0005513080395758152
220,2209,,0.5561188459396362,0.0005765715031884611
221,2219,,0.5771313309669495,0.0005476789083331823
222,2229,,0.6321613788604736,0.0004827612719964236
223,2239,,0.25665146112442017,0.0009282015962526202
224,2249,0.0018510649679228663,,
224,2249,,0.6183698773384094,0.0004989180597476661
225,2259,,0.6276345252990723,0.0004844540380872786
226,2269,,0.5631956458091736,0.0005608004867099226
227,2279,,0.5494088530540466,0.0005756047321483493
228,2289,,0.622336208820343,0.0004916812758892775
229,2299,0.0005062462878413498,,
229,2299,,0.597751259803772,0.000517514708917588
230,2309,,0.6475241780281067,0.00046085528447292745
231,2319,,0.5843157768249512,0.0005337821785360575
232,2329,,0.549166202545166,0.000579758663661778
233,2339,,0.562117338180542,0.0005665153148584068
234,2349,0.0014399876818060875,,
234,2349,,0.45411574840545654,0.0006982264458201826
235,2359,,0.5217446684837341,0.000618258083704859
236,2369,,0.5013933777809143,0.0006331785698421299
237,2379,,0.6072032451629639,0.0005076904781162739
238,2389,,0.5629708766937256,0.0005636720452457666
239,2399,0.000687657855451107,,
239,2399,,0.5848329663276672,0.0005348084378056228
240,2409,,0.6038917303085327,0.0005117440014146268
241,2419,,0.5444679260253906,0.0005791022558696568
242,2429,,0.6640909314155579,0.0004401543119456619
243,2439,,0.6754172444343567,0.00042276724707335234
244,2449,0.0011122022988274693,,
244,2449,,0.6001421213150024,0.0005146651528775692
245,2459,,0.5813552141189575,0.0005391605664044619
246,2469,,0.6707466840744019,0.0004302934685256332
247,2479,,0.6758986711502075,0.00042592297540977597
248,2489,,0.4741989076137543,0.0006587164825759828
249,2499,0.001683930167928338,,
249,2499,,0.6705619096755981,0.00043043107143603265
250,2509,,0.690470278263092,0.0004070083377882838
251,2519,,0.5791425108909607,0.0005426569259725511
252,2529,,0.6125895977020264,0.0005016160430386662
253,2539,,0.598559558391571,0.0005208719521760941
254,2549,0.0014768593246117234,,
254,2549,,0.5719569325447083,0.0005472557968460023
255,2559,,0.6248996257781982,0.0004884233349002898
256,2569,,0.6220753192901611,0.000491710496135056
257,2579,,0.6817620992660522,0.0004140252131037414
258,2589,,0.5952118635177612,0.0005268003442324698
259,2599,0.002062878105789423,,
259,2599,,0.45476290583610535,0.0006921416497789323
260,2609,,0.6874912977218628,0.0004098538192920387
261,2619,,0.5262985229492188,0.0005955783417448401
262,2629,,0.6569118499755859,0.0004457320901565254
263,2639,,0.640427827835083,0.00046405906323343515
264,2649,0.0006514546694234014,,
264,2649,,0.6810253262519836,0.00041212551877833903
265,2659,,0.667698085308075,0.0004335744306445122
266,2669,,0.4603540897369385,0.0006747809238731861
267,2679,,0.6924425363540649,0.00040298234671354294
268,2689,,0.6413443684577942,0.0004668898181989789
269,2699,0.0009507489739917219,,
269,2699,,0.5998151898384094,0.000509881298057735
270,2709,,0.6786836385726929,0.00041411109850741923
271,2719,,0.7069069147109985,0.00038682259037159383
272,2729,,0.6520190238952637,0.0004471448773983866
273,2739,,0.7175631523132324,0.0003687090356834233
274,2749,0.00053311389638111,,
274,2749,,0.53155118227005,0.0005904126446694136
275,2759,,0.691286027431488,0.00040379815618507564
276,2769,,0.7112953066825867,0.00037532069836743176
277,2779,,0.7160143852233887,0.00037214637268334627
278,2789,,0.6474977135658264,0.0004527311830315739
279,2799,0.0012960380408912897,,
279,2799,,0.7221033573150635,0.00036519384593702853
280,2809,,0.7470667362213135,0.00033238783362321556
281,2819,,0.5264355540275574,0.0005989935016259551
282,2829,,0.719533383846283,0.00036963983438909054
283,2839,,0.7244789004325867,0.0003580924530979246
284,2849,0.0006282440735958517,,
284,2849,,0.720188319683075,0.0003620493516791612
285,2859,,0.6476147174835205,0.00045634302659891546
286,2869,,0.5725501775741577,0.0005488071474246681
287,2879,,0.31486380100250244,0.0008820575312711298
288,2889,,0.4242810308933258,0.0007345490739680827
289,2899,0.0019268542528152466,,
289,2899,,0.6705019474029541,0.0004296810657251626
290,2909,,0.5346238613128662,0.0005842163227498531
291,2919,,0.700238823890686,0.00039084572927094996
292,2929,,0.5807079076766968,0.0005347641417756677
293,2939,,0.6996367573738098,0.00039416857180185616
294,2949,0.0016826356295496225,,
294,2949,,0.5642541646957397,0.0005482792621478438
295,2959,,0.7199373841285706,0.00036470769555307925
296,2969,,0.7027504444122314,0.00038772058906033635
297,2979,,0.7020964026451111,0.0003919173905160278
298,2989,,0.5989210605621338,0.0005162004381418228
299,2999,0.0013619227102026343,,
299,2999,,0.7209148406982422,0.0003675111511256546
300,3009,,0.686198353767395,0.00040760860429145396
301,3019,,0.7300869822502136,0.00035128529998473823
302,3029,,0.7289489507675171,0.00035731366369873285
303,3039,,0.6137674450874329,0.0004887726390734315
304,3049,0.0024568536318838596,,
304,3049,,0.734407365322113,0.0003494903794489801
305,3059,,0.6745469570159912,0.0004240777052473277
306,3069,,0.7567005753517151,0.0003205390530638397
307,3079,,0.6184182167053223,0.00048472537309862673
308,3089,,0.7427324652671814,0.0003340654366184026
309,3099,0.0010768932988867164,,
309,3099,,0.7061249017715454,0.00038264907198026776
310,3109,,0.7080191969871521,0.00037510282709263265
311,3119,,0.6995493173599243,0.0003882848541252315
312,3129,,0.6856021285057068,0.0004070586583111435
313,3139,,0.7388253211975098,0.0003440851578488946
314,3149,0.0004655424563679844,,
314,3149,,0.7194496989250183,0.00036502673174254596
315,3159,,0.7528532147407532,0.000324806576827541
316,3169,,0.713904857635498,0.00036846735747531056
317,3179,,0.7006664872169495,0.00038856014725752175
318,3189,,0.760019063949585,0.000315334415063262
319,3199,0.0003961975162383169,,
319,3199,,0.7580952644348145,0.0003178127226419747
320,3209,,0.6399803757667542,0.00045892561320215464
321,3219,,0.7285586595535278,0.00035444728564471006
322,3229,,0.6694772243499756,0.00042460591066628695
323,3239,,0.6376045346260071,0.0004599401436280459
324,3249,0.0019167158752679825,,
324,3249,,0.7346986532211304,0.00035063657560385764
325,3259,,0.6798076033592224,0.0004049154231324792
326,3269,,0.5337706208229065,0.0005822133971378207
327,3279,,0.7371848821640015,0.0003452217497397214
328,3289,,0.720424473285675,0.0003690529556479305
329,3299,0.0009768175659701228,,
329,3299,,0.5683398246765137,0.0005539698177017272
330,3309,,0.6284729242324829,0.0004743238678202033
331,3319,,0.7317997217178345,0.00035084609407931566
332,3329,,0.6316593289375305,0.00047061830991879106
333,3339,,0.6797256469726562,0.00041191710624843836
334,3349,0.00045070121996104717,,
334,3349,,0.7275717854499817,0.0003524813801050186
335,3359,,0.7137263417243958,0.00037325092125684023
336,3369,,0.6494667530059814,0.000446668011136353
337,3379,,0.7229282855987549,0.0003623521188274026
338,3389,,0.7009463310241699,0.00038200474227778614
339,3399,0.0005042156553827226,,
339,3399,,0.750522792339325,0.0003275968483649194
340,3409,,0.7423131465911865,0.0003384853480383754
341,3419,,0.6696391105651855,0.0004202511627227068
342,3429,,0.7723183631896973,0.00030111250816844404
343,3439,,0.7349433898925781,0.00034933307324536145
344,3449,0.0011092763161286712,,
344,3449,,0.691027820110321,0.0003961358452215791
345,3459,,0.7589784264564514,0.00031544893863610923
346,3469,,0.7482373118400574,0.0003275494382251054
347,3479,,0.7654467225074768,0.0003086741780862212
348,3489,,0.7174845933914185,0.0003636401961557567
349,3499,0.0008299842593260109,,
349,3499,,0.7448277473449707,0.0003355444350745529
350,3509,,0.6828382015228271,0.00040869973599910736
