Date,Id,Components,Model,Pdf Type,Samples,Dimension,R2 Score,Mse Score,Max Error Score,Evs Score,Ise Score,K1 Score,Best Params,Experiment Params,Epoch,Pdf Param,Id Dataset
2023-08-31 20:24:34,42684,32,GMM random,exponential,100,1,0.773,0.191,1.261,0.773,400.988,0.758,None,None,0,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",97f9c
2023-08-31 20:24:39,a1e86,32,MLP kmeans ,exponential,100,1,0.719,0.212,1.105,0.73,0.153,0.198,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 100], 'batch_size': [8, 32, 128], 'lr': [0.003, 0.01], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU())], [(64, Tanh())], [(80, ReLU()), (160, ReLU())], [(16, Tanh()), (32, Tanh()), (64, ReLU())], [(16, LeakyReLU(negative_slope=0.01)), (64, Tanh()), (32, ReLU())], [(32, ReLU()), (16, Tanh()), (8, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.5, 0.1]}",327,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",97f9c
2023-08-31 20:26:25,4b60e,32,MLP kmeans ,exponential,100,1,0.703,0.219,1.064,0.732,0.162,1.882,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 100], 'batch_size': [8, 32, 128], 'lr': [0.003, 0.01], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(64, Tanh())], [(64, ReLU()), (128, ReLU())], [(16, Tanh()), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (16, Tanh()), (32, ReLU())], [(32, ReLU()), (16, Tanh()), (8, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.5, 0.1]}",500,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",97f9c
2023-08-31 20:27:25,eb89f,32,GMM random,multivariate,100,1,0.966,0.008,0.031,0.966,384.313,0.693,None,None,0,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-08-31 20:27:34,80963,32,MLP kmeans ,multivariate,100,1,0.069,0.04,0.105,0.084,0.055,3.766,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 100], 'batch_size': [8, 32, 128], 'lr': [0.001, 0.01], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(64, Tanh())], [(64, ReLU()), (128, ReLU())], [(16, Tanh()), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (16, Tanh()), (32, ReLU())], [(32, ReLU()), (16, Tanh()), (8, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>, <class 'torch.optim.sgd.SGD'>], 'module__dropout': [0.5, 0.1]}",500,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-08-31 20:27:49,c1d44,32,GMM kmeans,multivariate,100,1,-0.934,0.057,1.869,-0.932,788.27,0.693,None,None,0,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-08-31 20:28:21,e4a7d,32,MLP random ,multivariate,100,1,0.935,0.01,0.045,0.936,0.004,0.043,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 100], 'batch_size': [8, 32, 128], 'lr': [0.001, 0.01], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(64, Tanh())], [(64, ReLU()), (128, ReLU())], [(16, Tanh()), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (16, Tanh()), (32, ReLU())], [(32, ReLU()), (16, Tanh()), (8, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>, <class 'torch.optim.sgd.SGD'>], 'module__dropout': [0.5, 0.1]}",500,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-08-31 20:49:03,82dff,32,MLP random ,multivariate,100,1,0.948,0.009,0.043,0.95,0.003,0.032,"{'batch_size': 8, 'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'lr': 0.001, 'max_epochs': 1000, 'module__dropout': 0.1, 'module__hidden_layer': [(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], 'module__last_activation': 'lambda', 'optimizer': <class 'torch.optim.adam.Adam'>}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 100], 'batch_size': [8, 32, 128], 'lr': [0.001, 0.01], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(64, Tanh())], [(64, ReLU()), (128, ReLU())], [(16, Tanh()), (32, Tanh()), (64, ReLU())], [(8, LeakyReLU(negative_slope=0.01)), (16, Tanh()), (32, ReLU())], [(32, ReLU()), (16, Tanh()), (8, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>, <class 'torch.optim.sgd.SGD'>], 'module__dropout': [0.5, 0.1]}",1000,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-08-31 21:16:39,6011f,32,MLP random ,multivariate,100,1,-1.063,0.059,0.103,0.125,0.121,0.565,"{'batch_size': 32, 'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'lr': 0.001, 'max_epochs': 5000, 'module__dropout': 0.3, 'module__hidden_layer': [(128, ReLU()), (64, ReLU()), (128, ReLU())], 'module__last_activation': 'lambda', 'optimizer': <class 'torch.optim.adam.Adam'>, 'optimizer__weight_decay': 0.001}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(128, ReLU()), (64, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'optimizer__weight_decay': [0.001], 'module__dropout': [0.3, 0.1]}",5000,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-08-31 22:01:25,ede80,32,MLP random ,multivariate,100,1,0.963,0.008,0.036,0.964,0.002,0.023,"{'batch_size': 16, 'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'lr': 0.001, 'max_epochs': 5000, 'module__dropout': 0.2, 'module__hidden_layer': [(128, ReLU()), (128, ReLU()), (128, ReLU())], 'module__last_activation': 'lambda', 'optimizer': <class 'torch.optim.adam.Adam'>}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",5000,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 03:16:58,8a1d6,32,MLP random ,exponential,100,1,0.758,0.197,1.174,0.759,0.132,0.148,"{'batch_size': 8, 'criterion': <class 'torch.nn.modules.loss.HuberLoss'>, 'lr': 0.002, 'max_epochs': 1000, 'module__dropout': 0.1, 'module__hidden_layer': [(64, Tanh()), (32, Tanh()), (128, ReLU())], 'module__last_activation': 'lambda', 'optimizer': <class 'torch.optim.adam.Adam'>}","{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",1000,"[[{'type': 'exponential', 'mean': 0.6, 'weight': 1}]]",97f9c
2023-09-01 13:12:32,b6905,32,MLP random ,multivariate,100,1,0.935,0.01,0.045,0.936,0.004,0.043,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",500,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:14:21,b9a8d,32,MLP random ,multivariate,100,1,-0.616,0.052,0.106,-0.353,0.095,0.616,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [50, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",50,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:15:03,0ddd3,32,MLP random ,multivariate,100,1,-0.369,0.048,0.215,-0.117,0.08,1.977,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [100, 1000, 5000], 'batch_size': [4, 8, 32, 16], 'lr': [0.003, 0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",100,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:15:37,81412,32,MLP random ,multivariate,100,1,-1.918,0.07,0.114,0.142,0.171,0.626,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [100, 1000, 5000], 'batch_size': [4, 8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(12, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'optimizer__weight_decay': [0.001], 'module__dropout': [0.2, 0.1]}",100,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:17:12,82a9b,32,MLP random ,multivariate,100,1,-1.474,0.064,0.127,0.047,0.145,0.643,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [1000, 1000, 5000], 'batch_size': [4, 8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(16, ReLU()), (32, Tanh()), (64, Tanh()), (32, LeakyReLU(negative_slope=0.01))], [(128, ReLU()), (128, <class 'torch.nn.modules.activation.Tanh'>)], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'optimizer__weight_decay': [0.001], 'module__dropout': [0.2, 0.1]}",690,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:18:18,cc140,32,MLP random ,multivariate,100,1,-1.475,0.064,0.127,0.045,0.145,0.643,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [1000, 1000, 5000], 'batch_size': [4, 8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(32, ReLU()), (64, Tanh()), (128, Tanh()), (64, LeakyReLU(negative_slope=0.01))], [(128, ReLU()), (128, Tanh())], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'optimizer__weight_decay': [0.001], 'module__dropout': [0.2, 0.1]}",305,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:18:56,378ee,32,MLP random ,multivariate,100,1,0.963,0.008,0.034,0.964,0.002,0.02,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [1000, 1000, 5000], 'batch_size': [4, 8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(32, ReLU()), (64, Tanh()), (128, Tanh()), (64, LeakyReLU(negative_slope=0.01))], [(128, ReLU()), (128, Tanh())], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",1000,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:20:43,8dc8d,32,MLP random ,multivariate,100,1,0.875,0.014,0.04,0.885,0.007,0.161,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(32, ReLU()), (64, Tanh()), (32, Tanh()), (16, LeakyReLU(negative_slope=0.01))], [(128, ReLU()), (128, Tanh())], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",500,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:21:16,abd73,32,MLP kmeans ,multivariate,100,1,-0.027,0.042,0.106,0.127,0.06,0.544,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(32, ReLU()), (64, Tanh()), (32, Tanh()), (16, LeakyReLU(negative_slope=0.01))], [(128, ReLU()), (128, Tanh())], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",500,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:21:41,c7fe5,32,MLP random_from_data ,multivariate,100,1,0.283,0.035,0.08,0.34,0.042,0.51,{},"{'criterion': [<class 'torch.nn.modules.loss.HuberLoss'>], 'max_epochs': [500, 1000, 5000], 'batch_size': [8, 32, 16], 'lr': [0.001, 0.002], 'module__last_activation': ['lambda'], 'module__hidden_layer': [[(32, ReLU()), (64, Tanh()), (32, Tanh()), (16, LeakyReLU(negative_slope=0.01))], [(128, ReLU()), (128, Tanh())], [(128, ReLU()), (128, ReLU()), (128, ReLU())], [(64, Tanh()), (32, Tanh()), (128, ReLU())], [(32, LeakyReLU(negative_slope=0.01)), (32, Tanh()), (64, ReLU())], [(128, ReLU()), (64, Tanh()), (32, ReLU())]], 'optimizer': [<class 'torch.optim.adam.Adam'>], 'module__dropout': [0.2, 0.1]}",500,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:21:58,c4576,32,GMM random_from_data,multivariate,100,1,-2.199,0.073,3.379,-2.198,1031.405,0.693,None,None,0,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
2023-09-01 13:47:05,82ff2,4,GMM random,multivariate,100,1,0.971,0.007,0.032,0.971,382.147,0.693,None,None,0,"[[{'type': 'logistic', 'mean': 20, 'scale': 0.5, 'weight': 0.4}, {'type': 'logistic', 'mean': 10, 'scale': 4, 'weight': 0.4}, {'type': 'logistic', 'mean': 17, 'scale': 1, 'weight': 0.2}]]",cc6b1
